StationID,EventCode,SampleYear,VesselName,GearCode,Tow Type,TrawlPreformance,HaulDate,EQ Latitude,EQ Longitude,Haulback Latitude,Haulback Longitude,AvgNetHorizontalOpening,AvgNetVerticalOpening,MWO,Notes,HaversineDistance2,Effort_area_km2
20020101083,03,2002,Seastorm,300,S,G/S,17-Sep-02,59.514,-166.9697,59.4843,-167.0225,54.86,12.75,329.184,"no weather data, 10 chrysaora melanaster",4.448165645,0.244
20020101084,03,2002,Seastorm,300,S,G/S,17-Sep-02,60.0187,-167.9983,59.9788,-168.0047,54.86,11.84,329.184,no weather data,4.450931445,0.2442
20020101085,03,2002,Seastorm,300,S,G/S,17-Sep-02,59.7608,-167.9987,59.721,-168.004,54.86,12.75,329.184,no weather data,4.435517864,0.2433
20020101086,03,2002,Seastorm,300,S,G/S,17-Sep-02,59.5185,-168.0067,59.4865,-167.9432,54.86,12.75,329.184,"48 chrysaora, no weather data",5.049939929,0.277
20020101087,03,2002,Seastorm,300,S,G/S,18-Sep-02,59.2668,-168.0005,59.2332,-167.9972,54.86,12.75,329.184,"20 chrysaora, no weather data",3.740863173,0.2052
20020101088,03,2002,Seastorm,300,S,G/S,18-Sep-02,59.0178,-168.0013,58.9773,-167.9973,54.86,12.75,329.184,"12 chrysaora, no weather data",4.509225112,0.2474
20020101089,03,2002,Seastorm,300,S,G/S,18-Sep-02,58.7632,-168.001,58.726,-167.9955,54.86,12.75,329.184,"40 chrysaora, no weather data, phytoplankton heavy this morning, assume warp is the same as st.88",4.14861102,0.2276
20020101090,03,2002,Seastorm,300,S,G/S,18-Sep-02,58.5203,-168.0027,58.481,-167.998,54.86,11.84,329.184,no weather data,4.378490482,0.2402
20020101091,03,2002,Seastorm,300,S,G/S,18-Sep-02,58.2663,-168.024,58.2403,-167.9848,54.86,12.75,329.184,"no weather data, 24 small chrysaora",3.690300608,0.2024
20020101092,03,2002,Seastorm,300,S,G/S,19-Sep-02,57.9873,-167.982,58.0198,-168.0232,54.86,11.84,329.184,no weather data,4.353428107,0.2388
20020101093,03,2002,Seastorm,300,S,G/S,19-Sep-02,60.0083,-170.5287,59.9888,-170.4653,54.86,11.84,329.184,"no weather data, right wing tip broke off just before haul back",4.138531556,0.227
20020101094,03,2002,Seastorm,300,S,G/S,19-Sep-02,60.0052,-170.045,59.9963,-169.9755,54.86,12.75,329.184,"no weather data, few small chrysaroa, 1 large chrysaora",3.988662333,0.2188
20020101095,03,2002,Seastorm,300,S,G/S,20-Sep-02,60.0102,-169.5343,59.9922,-169.441,54.86,12.75,329.184,"no weather data, only 2 large chrysaora, 6 small. CTD malfunction in sea save, assumed warp is same as st. 94",5.559826257,0.305
20020101096,03,2002,Seastorm,300,S,G/S,20-Sep-02,60.0133,-169.0175,59.983,-168.9798,54.86,12.75,329.184,no weather data,3.968048514,0.2177
20020101097,03,2002,Seastorm,300,S,G/S,20-Sep-02,60.0103,-168.5125,59.976,-168.467,54.86,10.93,329.184,"no weather data, large chrysaora",4.576953954,0.2511
20020101098,03,2002,Seastorm,300,S,G/S,20-Sep-02,61.0015,-166.957,60.9992,-167.0215,54.86,12.75,329.184,,3.486449709,0.1913
20020101099,03,2002,Seastorm,300,S,G/S,20-Sep-02,61.001,-167.474,61,-167.544,54.86,10.93,329.184,6 chrysaora,3.775170138,0.2071
20020101100,03,2002,Seastorm,300,S,G/S,20-Sep-02,61.0008,-167.9793,61.0012,-168.0623,54.86,12.75,329.184,no weather data,4.474481572,0.2455
20020101101,03,2002,Seastorm,300,S,G/S,21-Sep-02,61.0007,-168.4688,61.0012,-168.5547,54.86,11.84,329.184,no weather data,4.63093111,0.2541
20020101102,03,2002,Seastorm,300,S,G/S,21-Sep-02,61.0003,-168.954,60.9985,-169.0323,54.86,11.84,329.184,no weather data,4.225854032,0.2318
20020101103,03,2002,Seastorm,300,S,G/S,21-Sep-02,61.0007,-169.4648,60.9992,-169.5388,54.86,12.75,329.184,no weather data,3.992717004,0.219
20020101104,03,2002,Seastorm,300,S,G/S,21-Sep-02,61.0052,-169.9602,60.9952,-170.0298,54.86,12.75,329.184,"no weather data, 30 small chrysaora 100-200mm diameter",3.913307195,0.2147
20020101105,03,2002,Seastorm,300,S,G/S,21-Sep-02,61.0068,-170.4642,60.9923,-170.5388,54.86,12.75,329.184,no weather data,4.332792526,0.2377
20020101106,03,2002,Seastorm,300,S,G/S,22-Sep-02,61.0083,-170.9685,60.9877,-171.0418,54.86,12.75,329.184,"no weather data, small chrysaora",4.567621899,0.2506
20020101107,03,2002,Seastorm,300,S,G/S,22-Sep-02,61.0148,-171.4737,60.988,-171.5203,54.86,11.84,329.184,no weather data,3.897541602,0.2138
20020101108,03,2002,Seastorm,300,S,G/S,22-Sep-02,62.0073,-169.9703,61.9898,-170.0407,54.86,12.75,329.184,"no weather data, jellies most of catch",4.158620976,0.2281
20020101109,03,2002,Seastorm,300,S,G/S,22-Sep-02,62.0263,-170.4848,61.992,-170.5228,54.86,12.75,329.184,"themisto libellula ~25mm washing from codend, being followed by N. phalaropes, no weather data",4.29875353,0.2358
20020101110,03,2002,Seastorm,300,S,G/S,22-Sep-02,62.0083,-170.9727,61.9877,-171.0378,54.86,12.75,329.184,"no weather data, T. libellula releasing broods in plankton tow.",4.098493467,0.2248
20020101111,03,2002,Seastorm,300,S,G/S,23-Sep-02,62.01,-171.4695,61.9868,-171.5443,54.86,12.75,329.184,no weather data,4.680159207,0.2568
20020101112,03,2002,Seastorm,300,S,G/S,23-Sep-02,62.0078,-171.9588,61.9938,-172.038,54.86,12.75,329.184,no weather data,4.417734233,0.2424
20020101113,03,2002,Seastorm,300,S,G/S,23-Sep-02,61.9998,-169.5407,62.0013,-169.462,54.86,12.75,329.184,"lots of large chrysaora, T. libellula 25mm",4.111681139,0.2256
20020101114,03,2002,Seastorm,300,S,G/S,23-Sep-02,61.9997,-169.0362,61.9997,-168.9455,54.86,12.75,329.184,"no weather data, chrysaora",4.734852638,0.2598
20020101115,03,2002,Seastorm,300,S,G/S,23-Sep-02,61.9994,-168.526,62.0025,-168.4382,54.86,10.93,329.184,"no weather data, few large chrysaora 380-400mm dia",4.596218819,0.2521
20020101116,03,2002,Seastorm,300,S,G/S,24-Sep-02,61.9993,-168.0417,62.0012,-167.951,54.86,12.75,329.184,"no weather data, chrysaora, starfish ticked bottom",4.73947838,0.26
20020101117,03,2002,Seastorm,300,S,G/S,24-Sep-02,61.9942,-167.4663,62.0092,-167.5518,54.86,10.93,329.184,"no weather data, chrysaora up to 485mm",4.764583373,0.2614
20020101118,03,2002,Seastorm,300,S,G/S,24-Sep-02,61.986,-166.9987,62.0228,-167.0105,54.86,12.75,329.184,"ticked bottom on retrieval. Lots of small jellies cyanea 50mm die, a few chrysaora 40mm dia, no weather data",4.138071799,0.227
20020101119,03,2002,Seastorm,300,S,G/S,29-Sep-02,65.0138,-167.5458,64.994,-167.4822,61.81,12.03,329.184,,3.711791453,0.2294
20020101120,03,2002,Seastorm,300,S,G/S,29-Sep-02,65.0012,-167.9582,64.9993,-168.047,54.86,12.57,329.184,,4.17829081,0.2292
20020101121,03,2002,Seastorm,300,S,G/S,29-Sep-02,65.0195,-168.5155,64.985,-168.487,52.66,11.84,329.184,,4.063261941,0.214
20020101122,03,2002,Seastorm,300,S,G/S,29-Sep-02,65.0162,-169.0098,64.9815,-168.9875,57.42,12.75,329.184,,3.998259049,0.2296
20020101123,03,2002,Seastorm,300,S,G/S,30-Sep-02,65.0193,-169.5095,64.9835,-169.491,58.52,10.75,329.184,,4.074601173,0.2384
20020101124,03,2002,Seastorm,300,S,G/S,30-Sep-02,64.0012,-172.0305,63.998,-171.9363,62.17,11.11,329.184,,4.605584162,0.2863
20020101125,03,2002,Seastorm,300,S,G/S,30-Sep-02,64.0002,-171.5265,64,-171.4398,51.57,10.93,329.184,,4.226210556,0.2179
20020101126,03,2002,Seastorm,300,S,G/S,30-Sep-02,64.0002,-171.015,64.0002,-170.927,56.69,11.3,329.184,lots of whales in area last 2 tows,4.289504592,0.2432
20020101127,03,2002,Seastorm,300,S,G/S,01-Oct-02,64.0002,-170.5285,64.0002,-170.4328,56.69,10.57,329.184,,4.664836176,0.2644
20020101128,03,2002,Seastorm,300,S,G/S,01-Oct-02,64.001,-170.0213,63.997,-169.9202,56.69,10.93,329.184,,4.948297528,0.2805
20020101129,03,2002,Seastorm,300,S,G/S,02-Oct-02,64,-169.5217,63.9973,-169.4245,56.69,11.11,329.184,,4.747717589,0.2691
20020101130,03,2002,Seastorm,300,S,G/S,02-Oct-02,64.0005,-169.0285,63.9993,-168.9385,55.96,12.03,329.184,twilight,4.389069177,0.2456
20020101131,03,2002,Seastorm,300,S,G/S,02-Oct-02,64,-168.5297,64.0005,-168.442,59.25,10.93,329.184,,4.27523516,0.2533
20020101132,03,2002,Seastorm,300,S,G/S,02-Oct-02,64.0008,-168.0187,63.9988,-167.9357,54.49,11.3,329.184,,4.051948203,0.2208
20020101133,03,2002,Seastorm,300,S,G/S,02-Oct-02,64.001,-167.528,64.0015,-167.4432,57.05,10.93,329.184,,4.133741217,0.2358
20020101134,03,2002,Seastorm,300,S,G/S,03-Oct-02,64.0018,-167.0343,64.0003,-166.9472,57.79,11.66,329.184,,4.248780641,0.2455
20020101135,03,2002,Seastorm,300,S,G/S,03-Oct-02,64.0008,-166.5257,63.9988,-166.4393,57.42,10.57,329.184,dawn,4.21744141,0.2422
20020101136,03,2002,Seastorm,300,S,G/S,03-Oct-02,64.0002,-166.0347,64.0013,-165.9605,59.98,11.11,329.184,,3.618828855,0.2171
20020101137,03,2002,Seastorm,300,S,G/S,04-Oct-02,64.0963,-164.5148,64.0965,-164.433,50.1,10.57,329.184,,3.973619894,0.1991
20020101138,03,2002,Seastorm,300,S,G/S,04-Oct-02,64.0995,-163.9808,64.0988,-164.0683,54.86,10.93,329.184,,4.250736298,0.2332
20020101139,03,2002,Seastorm,300,S,G/S,04-Oct-02,62.9992,-165.7333,62.999,-165.821,58.52,9.29,329.184,490 unident. Shrimp in catch.,4.427421185,0.2591
20020101140,03,2002,Seastorm,300,S,G/S,04-Oct-02,63.0003,-165.9718,62.9998,-166.0555,58.88,11.48,329.184,,4.225661347,0.2488
20020101141,03,2002,Seastorm,300,S,G/S,04-Oct-02,63.0008,-166.5155,63.0005,-166.5978,59.25,10.38,329.184,,4.154670124,0.2462
20020101142,03,2002,Seastorm,300,S,G/S,04-Oct-02,63.0007,-166.9782,62.9998,-167.0637,58.52,10.93,329.184,,4.317292608,0.2526
20020101143,03,2002,Seastorm,300,S,G/S,05-Oct-02,63.001,-167.479,63.0007,-167.5652,59.98,11.48,329.184,,4.351507751,0.261
20020101144,03,2002,Seastorm,300,S,G/S,05-Oct-02,63.0053,-167.976,62.9882,-168.0518,56.69,10.93,329.184,"dawn, sun comes up 9:35",4.273267191,0.2423
20020101145,03,2002,Seastorm,300,S,G/S,05-Oct-02,62.9037,-168.4762,62.88,-168.543,56.69,10.93,329.184,,4.289615067,0.2432
20020101146,03,2002,Seastorm,300,S,G/S,05-Oct-02,62.8575,-168.9902,62.8258,-169.0563,54.86,11.48,329.184,,4.866237006,0.267
20020101147,03,2002,Seastorm,300,S,G/S,06-Oct-02,62.7477,-169.483,62.7207,-169.5508,55.96,11.11,329.184,,4.576259478,0.2561
20020101148,03,2002,Seastorm,300,S,G/S,06-Oct-02,63.0008,-170.4712,62.9985,-170.5528,54.13,11.3,329.184,,4.127272458,0.2234
20020101149,03,2002,Seastorm,300,S,G/S,06-Oct-02,63.0123,-170.9838,62.9802,-171.0268,58.52,10.93,329.184,,4.177741157,0.2445
20020101150,03,2002,Seastorm,300,S,G/S,06-Oct-02,63.013,-171.4882,62.9777,-171.526,57.42,10.93,329.184,,4.364571581,0.2506
20020101151,03,2002,Seastorm,300,S,G/S,07-Oct-02,63.0262,-171.993,62.9905,-172.003,58.88,12.21,329.184,,4.001616433,0.2356
20020101152,03,2002,Seastorm,300,S,G/S,07-Oct-02,63.0145,-172.4947,62.9808,-172.5072,56.32,11.3,329.184,,3.800041919,0.214
20020201001,03,2002,Northwest Explorer,400601,S,G/S,08-Sep-02,53.9912,-170.0188,53.9683,-170.13,45.72,10.97,448.056,delayed station by 1 hr to permit adequate sunlight for trawl set.,7.704400401,0.3522
20020201002,03,2002,Northwest Explorer,400601,S,G/S,09-Sep-02,,,53.13,-170.3002,45.72,10.97,365.76,"alternate bridal configuration, doors crossed, trawl reset, no weather data, Start Lat/Long was from original aborted set, not equilibrium from actual set, Do not enter lat long from datasheet, will error CPUE query.",,
20020201003,03,2002,Northwest Explorer,400601,S,G/S,09-Sep-02,52.9912,-172.519,53.034,-172.6537,51.2,16.45,237.744,"began set at 5:53 (local) alternate bridal configuration, no weather data, trawl distance seems long (10km) start stop position, time, match original datasheets, there is an additional comment about trawl start time. Start position may be doors out.",10.19086655,0.5218
20020201004,03,2002,Northwest Explorer,400601,S,G/S,10-Sep-02,53.0017,-175.0428,52.9983,-175.1817,43.89,12.8,219.456,"altered cruise track and moved station to correct for weather, used alternate bridal configuration, no weather data, trawl distance seems long (9.3km) start stop position, time, match original datasheets.",9.302716713,0.4083
20020201005,03,2002,Northwest Explorer,400601,S,G/S,10-Sep-02,52.9535,-177.54,52.8983,-177.4967,51.2,12.8,365.76,"delayed trawl until sunrise, no weather data",6.789662091,0.3476
20020201006,03,2002,Northwest Explorer,400601,S,G/S,12-Sep-02,52.0187,-177.4983,52.0283,-177.5933,45.72,12.8,365.76,"delayed trawl until sunrise, no weather data",6.587214682,0.3012
20020201007,03,2002,Northwest Explorer,400601,S,G/S,13-Sep-02,51.6683,-179.73,51.7683,-179.7183,45.72,10.97,365.76,"moved station from original position, comparative trawl with Kaiyo maru, strong current, no weather data, trawl distance seems long (11.1km) start stop position, time, matches original datasheets.",11.14868319,0.5097
